Выборка:
8, Male, Big, Beagle, True, Take
5, Female, Medium, Labrador, False, Take
12, Male, Medium, Rottweiler, True, Take
2, Female, Medium, Retriever, True, Take
4, Male, Big, Retriever, True, Leave
2, Male, Big, Bulldog, True, Take
15, Male, Big, Labrador, True, Leave
4, Female, Big, Bulldog, True, Take
3, Female, Big, Retriever, True, Take
6, Female, Medium, Labrador, True, Take
1, Male, Big, Beagle, False, Take
6, Female, Medium, Bulldog, True, Take
5, Female, Big, Bulldog, True, Take
13, Female, Little, Retriever, True, Leave
12, Male, Little, Beagle, False, Take
1, Male, Big, Retriever, True, Leave
5, Male, Medium, Shepherd, True, Leave
6, Female, Big, Bulldog, True, Take
6, Male, Little, Labrador, True, Take
5, Female, Big, Rottweiler, True, Take
6, Female, Big, Labrador, True, Take
8, Male, Little, Labrador, True, Take
14, Male, Little, Beagle, False, Take
13, Female, Big, Rottweiler, True, Leave
10, Female, Little, Beagle, True, Take
11, Female, Little, Labrador, True, Leave
11, Female, Medium, Retriever, False, Take
13, Male, Medium, Labrador, True, Take
2, Male, Big, Bulldog, True, Take
6, Female, Little, Beagle, True, Take
12, Female, Big, Retriever, True, Leave
12, Male, Big, Rottweiler, True, Leave
9, Female, Big, Beagle, True, Take
2, Male, Big, Labrador, True, Take
15, Male, Big, Labrador, True, Leave
8, Male, Medium, Beagle, True, Take
13, Female, Medium, Retriever, True, Take
11, Female, Little, Rottweiler, True, Leave
11, Female, Big, Rottweiler, True, Leave
12, Male, Big, Shepherd, True, Leave
12, Male, Big, Retriever, False, Take
3, Female, Little, Retriever, True, Take
2, Male, Big, Beagle, True, Take
5, Female, Big, Bulldog, True, Take
8, Male, Little, Rottweiler, True, Take
5, Male, Big, Beagle, True, Take
2, Male, Big, Retriever, True, Leave
10, Female, Big, Rottweiler, True, Take


Элемент:
6, Female, Medium, Beagle, True
